the_review,year,month
"In short: you get what you pay forI am currently traveling and needed a cheap mouse I could use. This one definitely does the trick and looks nice with the colors on the side but also has a couple downsides: the DPI change button doesn't work on Mac, the colors at the border aren't really bright and even + the red light of the sensor always shines through, it also is a bit small if you have big hands (which is a upset if you're traveling, since it will fit in small spaces)In general: it is a good mouse if you do not want to spend a lot of money but there are things that could be better if you want to spend a bit more.",2021,11
Of course I didn't expect high quality product for this low price. But man the mouse didn't even last a week. It's dead. I charged it just one time and dead. It could have worked at least half a year. I just can't believe that Amazon let sellers like this run business on their platform.,2021,11
"I was looking for this mouse for my new Samsung Galaxy tab S7, have a really good and soft clic, you don't have to worry about the battery. If you need a wireless mouse this one is for you. I highly recommend this one.",2021,11
"Did not work well for me, only worked when it felt like it. Very inconsistent.",2021,11
"I chose this ergonomic mouse because I liked the shape and it seemed to be easy to hold and use. When I received it, I was thrilled because it is so colorful! I also like that it will work with my little mouse pad I use for my Chrome Book~! I have used it since it arrived and I am happy with it so far! With this mouse, I can play my games easier and it is also quiet and easy to use! I recommend this mouse to all! I am a happy customer!",2021,11
It is hard to use and the sensation is not good.,2021,11
"PC mice i've purchased in the past lasted years, not months. i caution purchase of this mouse for tha reason.",2021,11
"Once I received this product, I am very satisifed with how it looks and how light it felt. It is also very convenient considering it is rechargeable with no batteries needed. I HIGHLY recommend this product 👌",2021,11
I love this mouse and I can’t wait to get another one just like it. I use this one at work and it’s very comfortable and not loud clicking either .,2021,11
Love this mouse it’s small and slim. Works great and you can turn the lights on or off to meet your preference.,2021,11
Works as expected.,2021,11
"A bunch of the lights are out so that’s kinda annoying. I could tell the box had been opened and it was probably a return. It’s not super ergonomic, at least for people who would wear med/large size medical gloves.It does what it’s supposed to do but I’m gonna get a different one for my work computer and use this one for my personal computer that I use maybe once a month. It doesn’t feel very good in my hand to use all day at my desk.",2021,11
"Mainly a mouse youd keep at home on a desk, not really suited for travel, battery life is great, I charged it once a month ago and for being in highschool, all of our work is on the chromebook, and this mouse hasnt died yet",2021,11
Mouse feels like it's of good quality and so far haven't had any issues with it working with my XPS,2021,11
super unresponsive. fun idea but would not recommend to anyone.,2021,11
"I really like this wireless mouse.  I love the changing colors, and the rose gold is gorgeous.  My only ""complaint"" is the the USB (to connect to your laptop) is very hard to get out. I always need some sort of tool to get it out. Ergonomically, since this review had me rate it, it's perhaps a little too slim. But, I don't game, and I'm a light laptop user, so I doesn't bother me that much. Otherwise, I would buy again and put up with the pesky USB when I travel.",2021,11
I love this mouse! So glad I went wireless makes my desk so much more organized💕,2021,11
I am very happy with this mouse and love the color!,2021,11
I've had the mouse less than 6 months and both the roller wheel and the piece that plugs into the USB port both broke. I managed to super glue the roller wheel back together but it just broke again. Buy a slightly better mouse if you can. Not sure if all the reviews are even real.,2021,11
